dt,uid,bikes_available_to_rent
2023-08-29 00:02:24,29745906,0
2023-08-29 00:02:24,29746009,3
2023-08-29 00:02:24,29746047,10
2023-08-29 00:02:24,29746068,1
2023-08-29 00:02:24,29746123,0
2023-08-29 00:02:24,29746679,1
2023-08-29 00:02:24,29747497,2
2023-08-29 00:02:24,29749806,0
2023-08-29 00:02:24,29749855,1
2023-08-29 00:02:24,29749951,0
2023-08-29 00:02:24,29750190,1
2023-08-29 00:02:24,29750264,2
2023-08-29 00:02:24,29750615,3
2023-08-29 00:02:24,29751228,6
2023-08-29 00:02:24,29751388,0
2023-08-29 00:02:24,29751426,7
2023-08-29 00:02:24,29751502,0
2023-08-29 00:02:24,29751545,1
2023-08-29 00:02:24,29751592,0
2023-08-29 00:02:24,29751674,0
2023-08-29 00:02:24,29751736,1
2023-08-29 00:02:24,29751789,1
2023-08-29 00:02:24,29751918,0
2023-08-29 00:02:24,29752309,4
2023-08-29 00:02:24,29752472,0
2023-08-29 00:02:24,29752573,2
2023-08-29 00:02:24,29753372,1
2023-08-29 00:02:24,29753410,6
2023-08-29 00:02:24,29755203,1
2023-08-29 00:02:24,29992386,2
2023-08-29 00:02:24,29992613,2
2023-08-29 00:02:24,30278163,0
2023-08-29 00:02:24,30613108,1
2023-08-29 00:02:24,30613827,0
2023-08-29 00:02:24,30613955,0
2023-08-29 00:02:24,30925063,1
2023-08-29 00:02:24,31868207,0
2023-08-29 00:02:24,35855774,0
2023-08-29 00:02:24,35855809,0
2023-08-29 00:02:24,145369985,3
2023-08-29 00:02:24,152260960,0
2023-08-29 00:02:24,158039882,0
2023-08-29 00:02:24,158040425,0
2023-08-29 00:02:24,158040663,0
2023-08-29 00:02:24,158040927,1
2023-08-29 00:02:24,158041172,2
2023-08-29 00:02:24,158041482,1
2023-08-29 00:02:24,158041981,2
2023-08-29 00:02:24,158042216,3
2023-08-29 00:02:24,158042737,1
2023-08-29 00:02:24,158042992,3
2023-08-29 00:02:24,158046029,6
2023-08-29 00:02:24,158046288,0
2023-08-29 00:02:24,158046511,3
2023-08-29 00:02:24,158046728,1
2023-08-29 00:02:24,158046916,1
2023-08-29 00:02:24,167222018,0
2023-08-29 00:02:24,167222141,0
2023-08-29 00:02:24,176856256,0
2023-08-29 00:02:24,203568824,3
2023-08-29 00:19:12,29745906,0
2023-08-29 00:19:12,29746009,3
2023-08-29 00:19:12,29746047,10
2023-08-29 00:19:12,29746068,1
2023-08-29 00:19:12,29746123,0
2023-08-29 00:19:12,29746679,1
2023-08-29 00:19:12,29747497,2
2023-08-29 00:19:12,29749806,0
2023-08-29 00:19:12,29749855,1
2023-08-29 00:19:12,29749951,0
2023-08-29 00:19:12,29750190,1
2023-08-29 00:19:12,29750264,2
2023-08-29 00:19:12,29750615,3
2023-08-29 00:19:12,29751228,6
2023-08-29 00:19:12,29751388,0
2023-08-29 00:19:12,29751426,7
2023-08-29 00:19:12,29751502,0
2023-08-29 00:19:12,29751545,1
2023-08-29 00:19:12,29751592,0
2023-08-29 00:19:12,29751674,0
2023-08-29 00:19:12,29751736,1
2023-08-29 00:19:12,29751789,1
2023-08-29 00:19:12,29751918,0
2023-08-29 00:19:12,29752309,4
2023-08-29 00:19:12,29752472,0
2023-08-29 00:19:12,29752573,2
2023-08-29 00:19:12,29753372,1
2023-08-29 00:19:12,29753410,6
2023-08-29 00:19:12,29755203,1
2023-08-29 00:19:12,29992386,2
2023-08-29 00:19:12,29992613,2
