dt,uid,bikes_available_to_rent
2023-06-22 00:02:22,29745906,1
2023-06-22 00:02:22,29746009,2
2023-06-22 00:02:22,29746047,1
2023-06-22 00:02:22,29746068,3
2023-06-22 00:02:22,29746123,3
2023-06-22 00:02:22,29746679,5
2023-06-22 00:02:22,29747497,3
2023-06-22 00:02:22,29749806,3
2023-06-22 00:02:22,29749855,3
2023-06-22 00:02:22,29749951,1
2023-06-22 00:02:22,29750190,2
2023-06-22 00:02:22,29750264,1
2023-06-22 00:02:22,29750615,2
2023-06-22 00:02:22,29751228,9
2023-06-22 00:02:22,29751388,1
2023-06-22 00:02:22,29751426,3
2023-06-22 00:02:22,29751502,0
2023-06-22 00:02:22,29751545,2
2023-06-22 00:02:22,29751592,0
2023-06-22 00:02:22,29751674,0
2023-06-22 00:02:22,29751736,4
2023-06-22 00:02:22,29751789,0
2023-06-22 00:02:22,29751918,1
2023-06-22 00:02:22,29752309,8
2023-06-22 00:02:22,29752472,0
2023-06-22 00:02:22,29752573,1
2023-06-22 00:02:22,29753372,1
2023-06-22 00:02:22,29753410,2
2023-06-22 00:02:22,29755203,0
2023-06-22 00:02:22,29992386,0
2023-06-22 00:02:22,29992613,2
2023-06-22 00:02:22,30278163,1
2023-06-22 00:02:22,30613108,3
2023-06-22 00:02:22,30613827,0
2023-06-22 00:02:22,30613955,1
2023-06-22 00:02:22,30925063,0
2023-06-22 00:02:22,31868207,5
2023-06-22 00:02:22,35855774,0
2023-06-22 00:02:22,35855809,3
2023-06-22 00:02:22,145369985,3
2023-06-22 00:02:22,152260960,0
2023-06-22 00:02:22,158039882,0
2023-06-22 00:02:22,158040425,0
2023-06-22 00:02:22,158040663,1
2023-06-22 00:02:22,158040927,1
2023-06-22 00:02:22,158041172,0
2023-06-22 00:02:22,158041482,0
2023-06-22 00:02:22,158041981,3
2023-06-22 00:02:22,158042216,3
2023-06-22 00:02:22,158042737,2
2023-06-22 00:02:22,158042992,3
2023-06-22 00:02:22,158046029,3
2023-06-22 00:02:22,158046288,1
2023-06-22 00:02:22,158046511,2
2023-06-22 00:02:22,158046728,4
2023-06-22 00:02:22,158046916,1
2023-06-22 00:02:22,167222018,0
2023-06-22 00:02:22,167222141,2
2023-06-22 00:02:22,176856256,1
2023-06-22 00:02:22,203568824,4
2023-06-22 00:19:22,29745906,1
2023-06-22 00:19:22,29746009,2
