dt,uid,bikes_available_to_rent
2022-06-10 00:16:39,29745906,1
2022-06-10 00:16:39,29746009,3
2022-06-10 00:16:39,29746047,4
2022-06-10 00:16:39,29746068,3
2022-06-10 00:16:39,29746123,4
2022-06-10 00:16:39,29746679,6
2022-06-10 00:16:39,29747497,4
2022-06-10 00:16:39,29749806,4
2022-06-10 00:16:39,29749855,1
2022-06-10 00:16:39,29749951,1
2022-06-10 00:16:39,29750190,6
2022-06-10 00:16:39,29750264,2
2022-06-10 00:16:39,29750615,3
2022-06-10 00:16:39,29751228,7
2022-06-10 00:16:39,29751388,4
2022-06-10 00:16:39,29751426,6
2022-06-10 00:16:39,29751502,3
2022-06-10 00:16:39,29751545,2
2022-06-10 00:16:39,29751592,0
2022-06-10 00:16:39,29751674,3
2022-06-10 00:16:39,29751736,6
2022-06-10 00:16:39,29751789,6
2022-06-10 00:16:39,29751918,5
2022-06-10 00:16:39,29752309,7
2022-06-10 00:16:39,29752472,1
2022-06-10 00:16:39,29752573,4
2022-06-10 00:16:39,29753372,1
2022-06-10 00:16:39,29753410,4
2022-06-10 00:16:39,29755203,2
2022-06-10 00:16:39,29992386,2
2022-06-10 00:16:39,29992613,4
2022-06-10 00:16:39,30278163,3
2022-06-10 00:16:39,30613108,1
2022-06-10 00:16:39,30613827,4
2022-06-10 00:16:39,30613955,1
2022-06-10 00:16:39,30925063,2
2022-06-10 00:16:39,31868207,3
2022-06-10 00:16:39,35855774,5
2022-06-10 00:16:39,35855809,4
2022-06-10 00:29:58,29745906,1
2022-06-10 00:29:58,29746009,3
2022-06-10 00:29:58,29746047,4
2022-06-10 00:29:58,29746068,3
2022-06-10 00:29:58,29746123,4
2022-06-10 00:29:58,29746679,6
2022-06-10 00:29:58,29747497,4
2022-06-10 00:29:58,29749806,4
2022-06-10 00:29:58,29749855,1
2022-06-10 00:29:58,29749951,1
2022-06-10 00:29:58,29750190,6
2022-06-10 00:29:58,29750264,2
2022-06-10 00:29:58,29750615,3
2022-06-10 00:29:58,29751228,7
2022-06-10 00:29:58,29751388,4
2022-06-10 00:29:58,29751426,6
2022-06-10 00:29:58,29751502,3
2022-06-10 00:29:58,29751545,2
2022-06-10 00:29:58,29751592,0
2022-06-10 00:29:58,29751674,3
2022-06-10 00:29:58,29751736,6
2022-06-10 00:29:58,29751789,6
2022-06-10 00:29:58,29751918,5
2022-06-10 00:29:58,29752309,7
2022-06-10 00:29:58,29752472,1
